Data,Produto,Consumo,Estoque,Adquiridos
2008-06-18,Produto_1,-282.0,4299.0,0.0
2008-06-19,Produto_1,-632.0,3667.0,0.0
2008-06-20,Produto_1,-426.0,3241.0,0.0
2008-06-23,Produto_1,-630.0,2611.0,0.0
2008-06-24,Produto_1,-339.0,2272.0,0.0
2008-06-25,Produto_1,-515.0,1757.0,0.0
2008-06-26,Produto_1,-376.0,1381.0,0.0
2008-06-27,Produto_1,-336.0,1045.0,0.0
2008-06-30,Produto_1,-510.0,10535.0,10000.0
2008-07-01,Produto_1,-437.0,10098.0,0.0
2008-07-02,Produto_1,-435.0,9663.0,0.0
2008-07-03,Produto_1,-570.0,9093.0,0.0
2008-07-04,Produto_1,-508.0,8585.0,0.0
2008-07-07,Produto_1,-778.0,7807.0,0.0
2008-07-08,Produto_1,-468.0,7339.0,0.0
2008-07-10,Produto_1,-351.0,6988.0,0.0
2008-07-11,Produto_1,-341.0,6647.0,0.0
2008-07-14,Produto_1,-513.0,6134.0,0.0
2008-07-15,Produto_1,-371.0,5763.0,0.0
2008-07-16,Produto_1,-738.0,5025.0,0.0
2008-07-17,Produto_1,-489.0,4536.0,0.0
2008-07-18,Produto_1,-416.0,4120.0,0.0
2008-07-21,Produto_1,-516.0,3604.0,0.0
2008-07-22,Produto_1,-372.0,3232.0,0.0
2008-07-23,Produto_1,-338.0,2894.0,0.0
2008-07-24,Produto_1,-612.0,2282.0,0.0
2008-07-25,Produto_1,-613.0,1669.0,0.0
2008-07-28,Produto_1,-404.0,1265.0,0.0
2008-07-29,Produto_1,-225.0,1040.0,0.0
2008-07-30,Produto_1,-408.0,3632.0,3000.0
2008-07-31,Produto_1,-373.0,3259.0,0.0
2008-08-01,Produto_1,-489.0,2770.0,0.0
2008-08-04,Produto_1,-461.0,2309.0,0.0
2008-08-05,Produto_1,-1092.0,1217.0,0.0
2008-08-06,Produto_1,-388.0,829.0,0.0
2008-08-07,Produto_1,-416.0,7413.0,7000.0
2008-08-08,Produto_1,-360.0,7053.0,0.0
2008-08-11,Produto_1,-266.0,6787.0,0.0
2008-08-12,Produto_1,-341.0,6446.0,0.0
2008-08-13,Produto_1,-446.0,6000.0,0.0
2008-08-14,Produto_1,-617.0,5383.0,0.0
2008-08-15,Produto_1,-703.0,4680.0,0.0
2008-08-18,Produto_1,-259.0,4421.0,0.0
2008-08-19,Produto_1,-261.0,4160.0,0.0
2008-08-20,Produto_1,-617.0,3543.0,0.0
2008-08-21,Produto_1,-303.0,3240.0,0.0
2008-08-22,Produto_1,-391.0,2849.0,0.0
2008-08-25,Produto_1,-390.0,2459.0,0.0
2008-08-26,Produto_1,-423.0,2036.0,0.0
2008-08-27,Produto_1,-1094.0,942.0,0.0
2008-08-28,Produto_1,-444.0,31498.0,31000.0
2008-08-29,Produto_1,-447.0,31051.0,0.0
2008-09-01,Produto_1,-343.0,30708.0,0.0
2008-09-02,Produto_1,-468.0,30240.0,0.0
2008-09-03,Produto_1,-1049.0,29191.0,0.0
2008-09-04,Produto_1,-704.0,28487.0,0.0
2008-09-05,Produto_1,-319.0,28168.0,0.0
2008-09-08,Produto_1,-564.0,27604.0,0.0
2008-09-09,Produto_1,-454.0,27150.0,0.0
2008-09-10,Produto_1,-635.0,26515.0,0.0
2008-09-11,Produto_1,-659.0,25856.0,0.0
2008-09-12,Produto_1,-430.0,25426.0,0.0
2008-09-15,Produto_1,-643.0,24783.0,0.0
2008-09-16,Produto_1,-280.0,24503.0,0.0
2008-09-17,Produto_1,-425.0,24078.0,0.0
2008-09-18,Produto_1,-424.0,23654.0,0.0
2008-09-19,Produto_1,-337.0,23317.0,0.0
2008-09-22,Produto_1,-396.0,22921.0,0.0
2008-09-23,Produto_1,-944.0,21977.0,0.0
2008-09-24,Produto_1,-393.0,21584.0,0.0
2008-09-25,Produto_1,-357.0,21227.0,0.0
2008-09-26,Produto_1,-294.0,20933.0,0.0
2008-09-29,Produto_1,-465.0,20468.0,0.0
2008-09-30,Produto_1,-270.0,20198.0,0.0
2008-10-01,Produto_1,-301.0,19897.0,0.0
2008-10-02,Produto_1,-262.0,19635.0,0.0
2008-10-03,Produto_1,-560.0,19075.0,0.0
2008-10-06,Produto_1,-523.0,18552.0,0.0
2008-10-07,Produto_1,-248.0,18304.0,0.0
2008-10-08,Produto_1,-1303.0,17001.0,0.0
2008-10-09,Produto_1,-494.0,16507.0,0.0
2008-10-10,Produto_1,-478.0,16029.0,0.0
2008-10-13,Produto_1,-448.0,15581.0,0.0
2008-10-14,Produto_1,-256.0,15325.0,0.0
2008-10-15,Produto_1,-457.0,14868.0,0.0
2008-10-16,Produto_1,-368.0,14500.0,0.0
2008-10-17,Produto_1,-562.0,13938.0,0.0
2008-10-20,Produto_1,-457.0,13481.0,0.0
2008-10-21,Produto_1,-315.0,13166.0,0.0
2008-10-22,Produto_1,-429.0,12737.0,0.0
2008-10-23,Produto_1,-463.0,12274.0,0.0
2008-10-24,Produto_1,-297.0,11977.0,0.0
2008-10-27,Produto_1,-357.0,11620.0,0.0
2008-10-28,Produto_1,-476.0,11144.0,0.0
2008-10-29,Produto_1,-276.0,10868.0,0.0
2008-10-30,Produto_1,-286.0,10582.0,0.0
2008-10-31,Produto_1,-528.0,10054.0,0.0
2008-11-03,Produto_1,-219.0,9835.0,0.0
2008-11-04,Produto_1,-300.0,9535.0,0.0
2008-11-05,Produto_1,-261.0,9274.0,0.0
2008-11-06,Produto_1,-509.0,8765.0,0.0
2008-11-07,Produto_1,-299.0,8466.0,0.0
2008-11-10,Produto_1,-225.0,8241.0,0.0
2008-11-11,Produto_1,-301.0,7940.0,0.0
2008-11-12,Produto_1,-185.0,7755.0,0.0
2008-11-13,Produto_1,-426.0,7329.0,0.0
2008-11-14,Produto_1,-399.0,6930.0,0.0
2008-11-17,Produto_1,-324.0,6606.0,0.0
2008-11-18,Produto_1,-377.0,6229.0,0.0
2008-11-19,Produto_1,-455.0,5774.0,0.0
2008-11-20,Produto_1,-545.0,5229.0,0.0
2008-11-21,Produto_1,-416.0,4813.0,0.0
2008-11-24,Produto_1,-507.0,4306.0,0.0
2008-11-25,Produto_1,-509.0,3797.0,0.0
2008-11-26,Produto_1,-661.0,3136.0,0.0
2008-11-27,Produto_1,-392.0,2744.0,0.0
2008-11-28,Produto_1,-403.0,2341.0,0.0
2008-12-01,Produto_1,-311.0,2030.0,0.0
2008-12-02,Produto_1,-427.0,1603.0,0.0
2008-12-03,Produto_1,-507.0,1096.0,0.0
2008-12-04,Produto_1,-333.0,30763.0,30000.0
2008-12-05,Produto_1,-277.0,30486.0,0.0
2008-12-09,Produto_1,-584.0,29902.0,0.0
2008-12-10,Produto_1,-579.0,29323.0,0.0
2008-12-11,Produto_1,-378.0,28945.0,0.0
2008-12-12,Produto_1,-346.0,28599.0,0.0
2008-12-15,Produto_1,-600.0,27999.0,0.0
2008-12-16,Produto_1,-586.0,27413.0,0.0
2008-12-17,Produto_1,-532.0,26881.0,0.0
2008-12-18,Produto_1,-270.0,26611.0,0.0
2008-12-19,Produto_1,-532.0,26079.0,0.0
2008-12-22,Produto_1,-356.0,25723.0,0.0
2008-12-23,Produto_1,-247.0,25476.0,0.0
2008-12-26,Produto_1,-97.0,25379.0,0.0
2008-12-29,Produto_1,-495.0,24884.0,0.0
2008-12-30,Produto_1,-243.0,24641.0,0.0
2009-01-05,Produto_1,-393.0,24248.0,0.0
2009-01-06,Produto_1,-478.0,23770.0,0.0
2009-01-07,Produto_1,-892.0,22878.0,0.0
2009-01-08,Produto_1,-747.0,22131.0,0.0
2009-01-09,Produto_1,-523.0,21608.0,0.0
2009-01-12,Produto_1,-400.0,21208.0,0.0
2009-01-13,Produto_1,-502.0,20706.0,0.0
2009-01-14,Produto_1,-520.0,20186.0,0.0
2009-01-15,Produto_1,-471.0,19715.0,0.0
2009-01-16,Produto_1,-481.0,19234.0,0.0
2009-01-19,Produto_1,-684.0,18550.0,0.0
2009-01-20,Produto_1,-433.0,18117.0,0.0
2009-01-21,Produto_1,-362.0,17755.0,0.0
2009-01-22,Produto_1,-757.0,16998.0,0.0
2009-01-23,Produto_1,-414.0,16584.0,0.0
2009-01-26,Produto_1,-354.0,16230.0,0.0
2009-01-27,Produto_1,-603.0,15627.0,0.0
2009-01-28,Produto_1,-309.0,15318.0,0.0
2009-01-29,Produto_1,-512.0,14806.0,0.0
2009-01-30,Produto_1,-843.0,13963.0,0.0
2009-02-02,Produto_1,-517.0,13446.0,0.0
2009-02-03,Produto_1,-411.0,13035.0,0.0
2009-02-04,Produto_1,-443.0,12592.0,0.0
2009-02-05,Produto_1,-247.0,12345.0,0.0
2009-02-06,Produto_1,-378.0,11967.0,0.0
2009-02-09,Produto_1,-426.0,11541.0,0.0
2009-02-10,Produto_1,-545.0,10996.0,0.0
2009-02-11,Produto_1,-647.0,10349.0,0.0
2009-02-12,Produto_1,-256.0,10093.0,0.0
2009-02-13,Produto_1,-426.0,9667.0,0.0
2009-02-16,Produto_1,-565.0,9102.0,0.0
2009-02-17,Produto_1,-494.0,8608.0,0.0
2009-02-18,Produto_1,-316.0,8292.0,0.0
2009-02-19,Produto_1,-379.0,7913.0,0.0
2009-02-20,Produto_1,-570.0,7343.0,0.0
2009-02-25,Produto_1,-281.0,7062.0,0.0
2009-02-26,Produto_1,-370.0,6692.0,0.0
2009-02-27,Produto_1,-424.0,6268.0,0.0
2009-03-02,Produto_1,-311.0,5957.0,0.0
2009-03-03,Produto_1,-270.0,5687.0,0.0
2009-03-04,Produto_1,-314.0,5373.0,0.0
2009-03-05,Produto_1,-371.0,5002.0,0.0
2009-03-06,Produto_1,-380.0,4622.0,0.0
2009-03-09,Produto_1,-342.0,4280.0,0.0
2009-03-10,Produto_1,-332.0,3948.0,0.0
2009-03-11,Produto_1,-550.0,3398.0,0.0
2009-03-12,Produto_1,-388.0,3010.0,0.0
2009-03-13,Produto_1,-497.0,2513.0,0.0
2009-03-16,Produto_1,-514.0,1999.0,0.0
2009-03-17,Produto_1,-469.0,1530.0,0.0
2009-03-18,Produto_1,-540.0,990.0,0.0
2009-03-19,Produto_1,-922.0,12068.0,12000.0
2009-03-20,Produto_1,-304.0,11764.0,0.0
2009-03-23,Produto_1,-360.0,11404.0,0.0
2009-03-24,Produto_1,-612.0,10792.0,0.0
2009-03-25,Produto_1,-402.0,10390.0,0.0
2009-03-26,Produto_1,-342.0,10048.0,0.0
2009-03-27,Produto_1,-433.0,9615.0,0.0
2009-03-30,Produto_1,-408.0,9207.0,0.0
2009-03-31,Produto_1,-686.0,8521.0,0.0
2009-04-01,Produto_1,-395.0,8126.0,0.0
2009-04-02,Produto_1,-377.0,7749.0,0.0
2009-04-03,Produto_1,-633.0,7116.0,0.0
2009-04-06,Produto_1,-446.0,6670.0,0.0
2009-04-07,Produto_1,-491.0,6179.0,0.0
2009-04-08,Produto_1,-335.0,5844.0,0.0
2009-04-13,Produto_1,-397.0,5447.0,0.0
2009-04-14,Produto_1,-1595.0,3852.0,0.0
2009-04-15,Produto_1,-518.0,3334.0,0.0
2009-04-16,Produto_1,-879.0,2455.0,0.0
2009-04-17,Produto_1,-1859.0,32596.0,32000.0
2009-04-22,Produto_1,-796.0,31800.0,0.0
2009-04-23,Produto_1,-702.0,31098.0,0.0
2009-04-24,Produto_1,-553.0,30545.0,0.0
2009-04-27,Produto_1,-317.0,30228.0,0.0
2009-04-28,Produto_1,-493.0,29735.0,0.0
2009-04-29,Produto_1,-596.0,29139.0,0.0
2009-04-30,Produto_1,-608.0,28531.0,0.0
2009-05-04,Produto_1,-424.0,28107.0,0.0
2009-05-05,Produto_1,-480.0,27627.0,0.0
2009-05-06,Produto_1,-625.0,27002.0,0.0
2009-05-07,Produto_1,-744.0,26258.0,0.0
2009-05-08,Produto_1,-239.0,26019.0,0.0
2009-05-11,Produto_1,-352.0,25667.0,0.0
2009-05-12,Produto_1,-379.0,25288.0,0.0
2009-05-13,Produto_1,-390.0,24898.0,0.0
2009-05-14,Produto_1,-391.0,24507.0,0.0
2009-05-15,Produto_1,-466.0,24041.0,0.0
2009-05-18,Produto_1,-309.0,23732.0,0.0
2009-05-19,Produto_1,-410.0,23322.0,0.0
2009-05-20,Produto_1,-320.0,23002.0,0.0
2009-05-21,Produto_1,-212.0,22790.0,0.0
2009-05-22,Produto_1,-359.0,22431.0,0.0
2009-05-25,Produto_1,-375.0,22056.0,0.0
2009-05-26,Produto_1,-198.0,21858.0,0.0
2009-05-27,Produto_1,-605.0,21253.0,0.0
2009-05-28,Produto_1,-506.0,20747.0,0.0
2009-05-29,Produto_1,-1083.0,19664.0,0.0
2009-06-01,Produto_1,-461.0,19203.0,0.0
2009-06-02,Produto_1,-631.0,18572.0,0.0
2009-06-03,Produto_1,-498.0,18074.0,0.0
2009-06-04,Produto_1,-615.0,17459.0,0.0
2009-06-05,Produto_1,-466.0,16993.0,0.0
2009-06-08,Produto_1,-854.0,16139.0,0.0
2009-06-09,Produto_1,-728.0,15411.0,0.0
2009-06-10,Produto_1,-475.0,14936.0,0.0
2009-06-15,Produto_1,-775.0,14161.0,0.0
2009-06-16,Produto_1,-512.0,13649.0,0.0
2009-06-17,Produto_1,-513.0,13136.0,0.0
2009-06-18,Produto_1,-361.0,12775.0,0.0
2009-06-19,Produto_1,-379.0,12396.0,0.0
2009-06-22,Produto_1,-713.0,11683.0,0.0
2009-06-23,Produto_1,-307.0,11376.0,0.0
2009-06-24,Produto_1,-337.0,11039.0,0.0
2009-06-25,Produto_1,-1626.0,9413.0,0.0
2009-06-26,Produto_1,-674.0,8739.0,0.0
2009-06-29,Produto_1,-769.0,7970.0,0.0
2009-06-30,Produto_1,-696.0,7274.0,0.0
2009-07-01,Produto_1,-455.0,6819.0,0.0
2009-07-02,Produto_1,-375.0,6444.0,0.0
2009-07-03,Produto_1,-381.0,6063.0,0.0
2009-07-06,Produto_1,-258.0,5805.0,0.0
2009-07-07,Produto_1,-891.0,4914.0,0.0
2009-07-08,Produto_1,-397.0,4517.0,0.0
2009-07-10,Produto_1,-250.0,4267.0,0.0
2009-07-13,Produto_1,-446.0,3821.0,0.0
2009-07-14,Produto_1,-254.0,3567.0,0.0
2009-07-15,Produto_1,-550.0,3017.0,0.0
2009-07-16,Produto_1,-329.0,2688.0,0.0
2009-07-17,Produto_1,-647.0,2041.0,0.0
2009-07-20,Produto_1,-434.0,1607.0,0.0
2009-07-21,Produto_1,-678.0,929.0,0.0
2009-07-22,Produto_1,-352.0,32577.0,32000.0
2009-07-23,Produto_1,-385.0,32192.0,0.0
2009-07-24,Produto_1,-352.0,31840.0,0.0
2009-07-27,Produto_1,-255.0,31585.0,0.0
2009-07-28,Produto_1,-335.0,31250.0,0.0
2009-07-29,Produto_1,-341.0,30909.0,0.0
2009-07-30,Produto_1,-307.0,30602.0,0.0
2009-07-31,Produto_1,-301.0,30301.0,0.0
2009-08-03,Produto_1,-409.0,29892.0,0.0
2009-08-04,Produto_1,-797.0,29095.0,0.0
2009-08-05,Produto_1,-400.0,28695.0,0.0
2009-08-06,Produto_1,-610.0,28085.0,0.0
2009-08-07,Produto_1,-533.0,27552.0,0.0
2009-08-10,Produto_1,-414.0,27138.0,0.0
2009-08-11,Produto_1,-298.0,26840.0,0.0
2009-08-12,Produto_1,-237.0,26603.0,0.0
2009-08-13,Produto_1,-430.0,26173.0,0.0
2009-08-14,Produto_1,-348.0,25825.0,0.0
2009-08-17,Produto_1,-256.0,25569.0,0.0
2009-08-18,Produto_1,-415.0,25154.0,0.0
2009-08-19,Produto_1,-464.0,24690.0,0.0
2009-08-20,Produto_1,-281.0,24409.0,0.0
2009-08-21,Produto_1,-457.0,23952.0,0.0
2009-08-24,Produto_1,-593.0,23359.0,0.0
2009-08-25,Produto_1,-423.0,22936.0,0.0
2009-08-26,Produto_1,-481.0,22455.0,0.0
2009-08-27,Produto_1,-353.0,22102.0,0.0
2009-08-28,Produto_1,-484.0,21618.0,0.0
2009-08-31,Produto_1,-782.0,20836.0,0.0
2009-09-01,Produto_1,-390.0,20446.0,0.0
2009-09-02,Produto_1,-444.0,20002.0,0.0
2009-09-03,Produto_1,-562.0,19440.0,0.0
2009-09-04,Produto_1,-1274.0,18166.0,0.0
2009-09-08,Produto_1,-439.0,17727.0,0.0
2009-09-09,Produto_1,-337.0,17390.0,0.0
2009-09-10,Produto_1,-385.0,17005.0,0.0
2009-09-11,Produto_1,-574.0,16431.0,0.0
2009-09-14,Produto_1,-441.0,15990.0,0.0
2009-09-15,Produto_1,-440.0,15550.0,0.0
2009-09-16,Produto_1,-426.0,15124.0,0.0
2009-09-17,Produto_1,-1114.0,14010.0,0.0
2009-09-18,Produto_1,-346.0,13664.0,0.0
2009-09-21,Produto_1,-523.0,13141.0,0.0
2009-09-22,Produto_1,-455.0,12686.0,0.0
2009-09-23,Produto_1,-495.0,12191.0,0.0
2009-09-24,Produto_1,-702.0,11489.0,0.0
2009-09-25,Produto_1,-360.0,11129.0,0.0
2009-09-28,Produto_1,-390.0,10739.0,0.0
2009-09-29,Produto_1,-355.0,10384.0,0.0
2009-09-30,Produto_1,-968.0,9416.0,0.0
2009-10-01,Produto_1,-447.0,8969.0,0.0
2009-10-02,Produto_1,-792.0,8177.0,0.0
2009-10-05,Produto_1,-516.0,7661.0,0.0
2009-10-06,Produto_1,-755.0,6906.0,0.0
2009-10-07,Produto_1,-309.0,6597.0,0.0
2009-10-08,Produto_1,-584.0,6013.0,0.0
2009-10-09,Produto_1,-451.0,5562.0,0.0
2009-10-13,Produto_1,-354.0,5208.0,0.0
2009-10-14,Produto_1,-764.0,4444.0,0.0
2009-10-15,Produto_1,-1478.0,2966.0,0.0
2009-10-16,Produto_1,-469.0,2497.0,0.0
2009-10-19,Produto_1,-237.0,2260.0,0.0
2009-10-20,Produto_1,-291.0,1969.0,0.0
2009-10-21,Produto_1,-462.0,1507.0,0.0
2009-10-22,Produto_1,-305.0,1202.0,0.0
2009-10-23,Produto_1,-239.0,963.0,0.0
2009-10-26,Produto_1,-375.0,30588.0,30000.0
2009-10-27,Produto_1,-465.0,30123.0,0.0
2009-10-28,Produto_1,-438.0,29685.0,0.0
2009-10-29,Produto_1,-392.0,29293.0,0.0
2009-10-30,Produto_1,-503.0,28790.0,0.0
2009-11-03,Produto_1,-717.0,28073.0,0.0
2009-11-04,Produto_1,-464.0,27609.0,0.0
2009-11-05,Produto_1,-588.0,27021.0,0.0
2009-11-06,Produto_1,-280.0,26741.0,0.0
2009-11-09,Produto_1,-356.0,26385.0,0.0
2009-11-10,Produto_1,-395.0,25990.0,0.0
2009-11-11,Produto_1,-414.0,25576.0,0.0
2009-11-12,Produto_1,-631.0,24945.0,0.0
2009-11-13,Produto_1,-615.0,24330.0,0.0
2009-11-16,Produto_1,-574.0,23756.0,0.0
2009-11-17,Produto_1,-627.0,23129.0,0.0
2009-11-18,Produto_1,-349.0,22780.0,0.0
2009-11-19,Produto_1,-283.0,22497.0,0.0
2009-11-20,Produto_1,-304.0,22193.0,0.0
2009-11-23,Produto_1,-291.0,21902.0,0.0
2009-11-24,Produto_1,-804.0,21098.0,0.0
2009-11-25,Produto_1,-364.0,20734.0,0.0
2009-11-26,Produto_1,-333.0,20401.0,0.0
2009-11-27,Produto_1,-261.0,20140.0,0.0
2009-11-30,Produto_1,-338.0,19802.0,0.0
2009-12-01,Produto_1,-308.0,19494.0,0.0
2009-12-02,Produto_1,-382.0,19112.0,0.0
2009-12-03,Produto_1,-469.0,18643.0,0.0
2009-12-04,Produto_1,-451.0,18192.0,0.0
2009-12-07,Produto_1,-245.0,17947.0,0.0
2009-12-09,Produto_1,-475.0,17472.0,0.0
2009-12-10,Produto_1,-665.0,16807.0,0.0
2009-12-11,Produto_1,-463.0,16344.0,0.0
2009-12-14,Produto_1,-490.0,15854.0,0.0
2009-12-15,Produto_1,-506.0,15348.0,0.0
2009-12-16,Produto_1,-600.0,14748.0,0.0
2009-12-17,Produto_1,-406.0,14342.0,0.0
2009-12-18,Produto_1,-647.0,13695.0,0.0
2009-12-21,Produto_1,-570.0,13125.0,0.0
2009-12-22,Produto_1,-354.0,12771.0,0.0
2009-12-23,Produto_1,-522.0,12249.0,0.0
2009-12-24,Produto_1,-49.0,12200.0,0.0
2009-12-28,Produto_1,-436.0,11764.0,0.0
2009-12-29,Produto_1,-286.0,11478.0,0.0
2009-12-30,Produto_1,-675.0,10803.0,0.0
2009-12-31,Produto_1,-22.0,10781.0,0.0
2010-01-04,Produto_1,-516.0,10265.0,0.0
2010-01-05,Produto_1,-447.0,9818.0,0.0
2010-01-06,Produto_1,-679.0,9139.0,0.0
2010-01-07,Produto_1,-716.0,8423.0,0.0
2010-01-08,Produto_1,-320.0,8103.0,0.0
2010-01-11,Produto_1,-421.0,7682.0,0.0
2010-01-12,Produto_1,-536.0,7146.0,0.0
2010-01-13,Produto_1,-487.0,6659.0,0.0
2010-01-14,Produto_1,-556.0,6103.0,0.0
2010-01-15,Produto_1,-548.0,5555.0,0.0
2010-01-18,Produto_1,-589.0,4966.0,0.0
2010-01-19,Produto_1,-337.0,4629.0,0.0
2010-01-20,Produto_1,-360.0,4269.0,0.0
2010-01-21,Produto_1,-351.0,3918.0,0.0
2010-01-22,Produto_1,-293.0,3625.0,0.0
2010-01-25,Produto_1,-540.0,3085.0,0.0
2010-01-26,Produto_1,-429.0,2656.0,0.0
2010-01-27,Produto_1,-477.0,2179.0,0.0
2010-01-28,Produto_1,-368.0,1811.0,0.0
2010-01-29,Produto_1,-251.0,1560.0,0.0
2010-02-01,Produto_1,-400.0,1160.0,0.0
2010-02-02,Produto_1,-401.0,14759.0,14000.0
2010-02-03,Produto_1,-428.0,14331.0,0.0
2010-02-04,Produto_1,-716.0,13615.0,0.0
2010-02-05,Produto_1,-371.0,13244.0,0.0
2010-02-08,Produto_1,-545.0,12699.0,0.0
2010-02-09,Produto_1,-568.0,12131.0,0.0
2010-02-10,Produto_1,-454.0,11677.0,0.0
2010-02-11,Produto_1,-519.0,11158.0,0.0
2010-02-12,Produto_1,-279.0,10879.0,0.0
2010-02-17,Produto_1,-179.0,10700.0,0.0
2010-02-18,Produto_1,-332.0,10368.0,0.0
2010-02-19,Produto_1,-801.0,9567.0,0.0
2010-02-22,Produto_1,-500.0,9067.0,0.0
2010-02-23,Produto_1,-540.0,8527.0,0.0
2010-02-24,Produto_1,-510.0,8017.0,0.0
2010-02-25,Produto_1,-407.0,7610.0,0.0
2010-02-26,Produto_1,-558.0,7052.0,0.0
2010-03-01,Produto_1,-516.0,6536.0,0.0
2010-03-02,Produto_1,-312.0,6224.0,0.0
2010-03-03,Produto_1,-336.0,5888.0,0.0
2010-03-04,Produto_1,-249.0,5639.0,0.0
2010-03-05,Produto_1,-383.0,5256.0,0.0
2010-03-08,Produto_1,-362.0,4894.0,0.0
2010-03-09,Produto_1,-434.0,4460.0,0.0
2010-03-10,Produto_1,-385.0,4075.0,0.0
2010-03-11,Produto_1,-386.0,3689.0,0.0
2010-03-12,Produto_1,-638.0,3051.0,0.0
2010-03-15,Produto_1,-457.0,2594.0,0.0
2010-03-16,Produto_1,-327.0,2267.0,0.0
2010-03-17,Produto_1,-417.0,1850.0,0.0
2010-03-18,Produto_1,-169.0,1681.0,0.0
2010-03-19,Produto_1,-510.0,1171.0,0.0
2010-03-22,Produto_1,-400.0,3771.0,3000.0
2010-03-23,Produto_1,-203.0,3568.0,0.0
2010-03-24,Produto_1,-558.0,3010.0,0.0
2010-03-25,Produto_1,-476.0,2534.0,0.0
2010-03-26,Produto_1,-801.0,1733.0,0.0
2010-03-29,Produto_1,-342.0,1391.0,0.0
2010-03-30,Produto_1,-468.0,923.0,0.0
